paperID,authorID,review,decision
20071,10001,Good good,Approved
20072,10011,Good good,Approved
20072,10029,Bad...bad,Approved
20072,10008,Good good,Approved
20073,10029,Good good,Approved
20073,10021,Bad...bad,Approved
20073,10024,Good good,Approved
20074,10024,Good good,Approved
20074,10018,Bad...bad,Approved
20074,10007,Good good,Approved
20075,10001,Good good,Approved
20075,10012,Bad...bad,Approved
20075,10006,Good good,Approved
20076,10014,Good good,Approved
20076,10028,Bad...bad,Approved
20076,10010,Good good,Approved
20077,10029,Good good,Approved
20077,10018,Bad...bad,Approved
20077,10014,Good good,Approved
20078,10008,Good good,Approved
20078,10003,Bad...bad,Approved
20078,10006,Good good,Approved
20079,10011,Good good,Approved
20079,10008,Bad...bad,Approved
20079,10006,Good good,Approved
20080,10010,Good good,Approved
20080,10026,Bad...bad,Approved
20080,10009,Good good,Approved
20081,10021,Good good,Approved
20081,10026,Bad...bad,Approved
20081,10003,Good good,Approved
20082,10012,Good good,Approved
20082,10001,Bad...bad,Approved
20082,10010,Good good,Approved
20083,10011,Good good,Approved
20083,10007,Bad...bad,Approved
20083,10010,Good good,Approved
20084,10023,Good good,Approved
20084,10028,Bad...bad,Approved
20084,10018,Good good,Approved
20085,10005,Good good,Approved
20085,10010,Bad...bad,Approved
20085,10003,Good good,Approved
20086,10005,Good good,Approved
20086,10020,Bad...bad,Approved
20086,10021,Good good,Approved
20087,10008,Good good,Approved
20087,10022,Bad...bad,Approved
20087,10020,Good good,Approved
20088,10018,Good good,Approved
20088,10020,Bad...bad,Approved
20088,10006,Good good,Approved
20089,10018,Good good,Approved
20089,10001,Bad...bad,Approved
20089,10012,Good good,Approved
20090,10006,Good good,Approved
20090,10008,Bad...bad,Approved
20090,10003,Good good,Approved
20091,10014,Good good,Approved
20091,10026,Bad...bad,Approved
20091,10008,Good good,Approved
20092,10021,Good good,Approved
20092,10027,Bad...bad,Approved
20092,10026,Good good,Approved
20093,10029,Good good,Approved
20093,10028,Bad...bad,Approved
20093,10021,Good good,Approved
20094,10020,Good good,Approved
20094,10006,Bad...bad,Approved
20094,10007,Good good,Approved
20095,10002,Good good,Approved
20095,10006,Bad...bad,Approved
20095,10001,Good good,Approved
20096,10030,Good good,Approved
20096,10018,Bad...bad,Approved
20096,10008,Good good,Approved
20097,10030,Good good,Approved
20097,10010,Bad...bad,Approved
20097,10022,Good good,Approved
20098,10028,Good good,Approved
20098,10010,Bad...bad,Approved
20098,10014,Good good,Approved
20099,10014,Good good,Approved
20099,10027,Bad...bad,Approved
20099,10013,Good good,Approved
20100,10009,Good good,Approved
20100,10002,Bad...bad,Approved
20100,10003,Good good,Approved
20101,10008,Good good,Approved
20101,10028,Bad...bad,Approved
20101,10009,Good good,Approved
20102,10023,Good good,Approved
20102,10012,Bad...bad,Approved
20102,10005,Good good,Approved
20103,10011,Good good,Approved
20103,10019,Bad...bad,Approved
20103,10010,Good good,Approved
20104,10018,Good good,Approved
20104,10024,Bad...bad,Approved
20104,10020,Good good,Approved
20105,10009,Good good,Approved
20105,10010,Bad...bad,Approved
20105,10024,Good good,Approved
20106,10011,Good good,Approved
20106,10006,Bad...bad,Approved
20106,10024,Good good,Approved
20107,10022,Good good,Approved
20107,10010,Bad...bad,Approved
20107,10012,Good good,Approved
20108,10011,Good good,Approved
20108,10005,Bad...bad,Approved
20108,10008,Good good,Approved
20109,10002,Good good,Approved
20109,10012,Bad...bad,Approved
20109,10014,Good good,Approved
20110,10013,Good good,Approved
20110,10009,Bad...bad,Approved
20110,10025,Good good,Approved
20111,10026,Good good,Approved
20111,10019,Bad...bad,Approved
20111,10018,Good good,Approved
20112,10020,Good good,Approved
20112,10002,Bad...bad,Approved
20112,10030,Good good,Approved
20113,10019,Good good,Approved
20113,10002,Bad...bad,Approved
20113,10019,Good good,Approved
20114,10029,Good good,Approved
20114,10001,Bad...bad,Approved
20114,10016,Good good,Approved
20115,10023,Good good,Approved
20115,10021,Bad...bad,Approved
20115,10027,Good good,Approved
20116,10030,Good good,Approved
20116,10012,Bad...bad,Approved
20116,10028,Good good,Approved
20117,10014,Good good,Approved
20117,10024,Bad...bad,Approved
20117,10029,Good good,Approved
20118,10021,Good good,Approved
20118,10001,Bad...bad,Approved
20118,10012,Good good,Approved
20119,10001,Good good,Approved
20119,10008,Bad...bad,Approved
20119,10020,Good good,Approved
20120,10016,Good good,Approved
20120,10001,Bad...bad,Approved
20120,10029,Good good,Approved
20121,10028,Good good,Approved
20121,10020,Bad...bad,Approved
20121,10013,Good good,Approved
20122,10009,Good good,Approved
20122,10012,Bad...bad,Approved
20122,10020,Good good,Approved
20123,10007,Good good,Approved
20123,10004,Bad...bad,Approved
20123,10008,Good good,Approved
20124,10009,Good good,Approved
20124,10029,Bad...bad,Approved
20124,10014,Good good,Approved
20125,10001,Good good,Approved
20125,10019,Bad...bad,Approved
20125,10020,Good good,Approved
20126,10015,Good good,Approved
20126,10026,Bad...bad,Approved
20126,10011,Good good,Approved
20127,10008,Good good,Approved
20127,10020,Bad...bad,Approved
20127,10008,Good good,Approved
20128,10009,Good good,Approved
20128,10028,Bad...bad,Approved
20128,10009,Good good,Approved
20129,10026,Good good,Approved
20129,10030,Bad...bad,Approved
20129,10018,Good good,Approved
20130,10028,Good good,Approved
20130,10008,Bad...bad,Approved
20130,10010,Good good,Approved
20131,10015,Good good,Approved
20131,10029,Bad...bad,Approved
20131,10024,Good good,Approved
20132,10019,Good good,Approved
20132,10030,Bad...bad,Approved
20132,10007,Good good,Approved
20133,10003,Good good,Approved
20133,10028,Bad...bad,Approved
20133,10016,Good good,Approved
20134,10001,Good good,Approved
20134,10014,Bad...bad,Approved
20134,10011,Good good,Approved
20135,10025,Good good,Approved
20135,10016,Bad...bad,Approved
20135,10026,Good good,Approved
20136,10001,Good good,Approved
20136,10009,Bad...bad,Approved
20136,10002,Good good,Approved
20137,10009,Good good,Approved
20137,10008,Bad...bad,Approved
20137,10005,Good good,Approved
20138,10001,Good good,Approved
20138,10006,Bad...bad,Approved
20138,10023,Good good,Approved
20139,10003,Good good,Approved
20139,10008,Bad...bad,Approved
20139,10014,Good good,Approved
20140,10018,Good good,Approved
20140,10005,Bad...bad,Approved
20140,10009,Good good,Approved
20141,10002,Good good,Approved
20141,10026,Bad...bad,Approved
20141,10010,Good good,Approved
20142,10023,Good good,Approved
20142,10022,Bad...bad,Approved
20142,10020,Good good,Approved
20143,10021,Good good,Approved
20143,10020,Bad...bad,Approved
20143,10009,Good good,Approved
20144,10030,Good good,Approved
20144,10016,Bad...bad,Approved
20144,10023,Good good,Approved
20145,10003,Good good,Approved
20145,10011,Bad...bad,Approved
20145,10001,Good good,Approved
20146,10026,Good good,Approved
20146,10019,Bad...bad,Approved
20146,10004,Good good,Approved
20147,10006,Good good,Approved
20147,10006,Bad...bad,Approved
20147,10021,Good good,Approved
20148,10002,Good good,Approved
20148,10029,Bad...bad,Approved
20148,10014,Good good,Approved
20149,10020,Good good,Approved
20149,10030,Bad...bad,Approved
20149,10008,Good good,Approved
20150,10014,Good good,Approved
20150,10002,Bad...bad,Approved
20150,10001,Good good,Approved
20151,10030,Good good,Approved
20151,10028,Bad...bad,Approved
20151,10020,Good good,Approved
20152,10024,Good good,Approved
20152,10025,Bad...bad,Approved
20152,10020,Good good,Approved
20153,10011,Good good,Approved
20153,10028,Bad...bad,Approved
20153,10019,Good good,Approved
20154,10028,Good good,Approved
20154,10026,Bad...bad,Approved
20154,10011,Good good,Approved
20155,10018,Good good,Approved
20155,10018,Bad...bad,Approved
20155,10023,Good good,Approved
20156,10005,Good good,Approved
20156,10016,Bad...bad,Approved
20156,10002,Good good,Approved
20157,10002,Good good,Approved
20157,10009,Bad...bad,Approved
20157,10027,Good good,Approved
20158,10011,Good good,Approved
20158,10010,Bad...bad,Approved
20158,10020,Good good,Approved
20159,10020,Good good,Approved
20159,10005,Bad...bad,Approved
20159,10015,Good good,Approved
20160,10017,Good good,Approved
20160,10022,Bad...bad,Approved
20160,10026,Good good,Approved
20161,10020,Good good,Approved
20161,10015,Bad...bad,Approved
20161,10019,Good good,Approved
20162,10016,Good good,Approved
20162,10029,Bad...bad,Approved
20162,10015,Good good,Approved
20163,10021,Good good,Approved
20163,10027,Bad...bad,Approved
20163,10023,Good good,Approved
20164,10017,Good good,Approved
20164,10018,Bad...bad,Approved
20164,10020,Good good,Approved
20165,10024,Good good,Approved
20165,10025,Bad...bad,Approved
20165,10010,Good good,Approved
20166,10003,Good good,Approved
20166,10016,Bad...bad,Approved
20166,10014,Good good,Approved
20167,10028,Good good,Approved
20167,10019,Bad...bad,Approved
20167,10012,Good good,Approved
20168,10027,Good good,Approved
20168,10008,Bad...bad,Approved
20168,10012,Good good,Approved
20169,10006,Good good,Approved
20169,10018,Bad...bad,Approved
20169,10024,Good good,Approved
20170,10001,Good good,Approved
20170,10012,Bad...bad,Approved
20170,10027,Good good,Approved
20171,10006,Good good,Approved
20171,10030,Bad...bad,Approved
20171,10002,Good good,Approved
20172,10009,Good good,Approved
20172,10013,Bad...bad,Approved
20172,10024,Good good,Approved
20173,10016,Good good,Approved
20173,10007,Bad...bad,Approved
20173,10002,Good good,Approved
20174,10019,Good good,Approved
20174,10006,Bad...bad,Approved
20174,10022,Good good,Approved
20175,10028,Good good,Approved
20175,10024,Bad...bad,Approved
20175,10029,Good good,Approved
20176,10027,Good good,Approved
20176,10012,Bad...bad,Approved
20176,10030,Good good,Approved
20177,10028,Good good,Approved
20177,10015,Bad...bad,Approved
20177,10012,Good good,Approved
20178,10003,Good good,Approved
20178,10016,Bad...bad,Approved
20178,10002,Good good,Approved
20179,10011,Good good,Approved
20179,10013,Bad...bad,Approved
20179,10030,Good good,Approved
20180,10022,Good good,Approved
20180,10001,Bad...bad,Approved
20180,10005,Good good,Approved
20181,10014,Good good,Approved
20181,10010,Bad...bad,Approved
20181,10004,Good good,Approved
20182,10022,Good good,Approved
20182,10016,Bad...bad,Approved
20182,10024,Good good,Approved
20183,10021,Good good,Approved
20183,10002,Bad...bad,Approved
20183,10023,Good good,Approved
