paperID,authorID,main
20062,10026,No
20062,10061,No
20062,10033,Yes
20063,10098,No
20063,10087,No
20063,10093,No
20063,10065,Yes
20064,10022,No
20064,10040,No
20064,10064,No
20064,10098,Yes
20065,10049,No
20065,10080,No
20065,10047,No
20065,10032,Yes
20066,10019,No
20066,10062,No
20066,10096,No
20066,10034,Yes
20067,10043,No
20067,10029,No
20067,10005,No
20067,10061,Yes
20068,10066,No
20068,10037,No
20068,10031,No
20068,10047,Yes
20069,10031,No
20069,10004,No
20069,10018,No
20069,10061,Yes
20070,10050,No
20070,10050,No
20070,10078,No
20070,10070,Yes
20071,10004,No
20071,10034,No
20071,10062,No
20071,10090,Yes
20072,10045,No
20072,10100,No
20072,10058,No
20072,10097,Yes
20073,10092,No
20073,10009,No
20073,10078,No
20073,10031,Yes
20074,10027,No
20074,10016,No
20074,10092,No
20074,10063,Yes
20075,10079,No
20075,10064,No
20075,10036,No
20075,10066,Yes
20076,10009,No
20076,10059,No
20076,10016,No
20076,10026,Yes
20077,10030,No
20077,10057,No
20077,10052,No
20077,10033,Yes
20078,10093,No
20078,10077,No
20078,10068,No
20078,10072,Yes
20079,10039,No
20079,10044,No
20079,10094,No
20079,10031,Yes
20080,10061,No
20080,10080,No
20080,10060,No
20080,10093,Yes
20081,10062,No
20081,10017,No
20081,10075,No
20081,10075,Yes
20082,10056,No
20082,10070,No
20082,10051,No
20082,10058,Yes
20083,10068,No
20083,10036,No
20083,10071,No
20083,10075,Yes
20084,10042,No
20084,10075,No
20084,10006,No
20084,10053,Yes
20085,10005,No
20085,10025,No
20085,10050,No
20085,10001,Yes
20086,10025,No
20086,10014,No
20086,10091,No
20086,10020,Yes
20087,10079,No
20087,10069,No
20087,10037,No
20087,10079,Yes
20088,10003,No
20088,10080,No
20088,10062,No
20088,10034,Yes
20089,10037,No
20089,10088,No
20089,10020,No
20089,10049,Yes
20090,10024,No
20090,10064,No
20090,10090,No
20090,10095,Yes
20091,10020,No
20091,10011,No
20091,10028,No
20091,10017,Yes
20092,10004,No
20092,10094,No
20092,10030,No
20092,10001,Yes
20093,10035,No
20093,10071,No
20093,10031,No
20093,10024,Yes
20094,10067,No
20094,10078,No
20094,10082,No
20094,10078,Yes
20095,10071,No
20095,10049,No
20095,10081,No
20095,10054,Yes
20096,10016,No
20096,10059,No
20096,10069,No
20096,10023,Yes
20097,10018,No
20097,10049,No
20097,10031,No
20097,10020,Yes
20098,10007,No
20098,10099,No
20098,10084,No
20098,10025,Yes
20099,10063,No
20099,10017,No
20099,10011,No
20099,10088,Yes
20100,10098,No
20100,10055,No
20100,10085,No
20100,10081,Yes
20101,10079,No
20101,10060,No
20101,10071,No
20101,10026,Yes
20102,10028,No
20102,10064,No
20102,10066,No
20102,10098,Yes
20103,10069,No
20103,10089,No
20103,10011,No
20103,10081,Yes
20104,10037,No
20104,10042,No
20104,10076,No
20104,10093,Yes
20105,10033,No
20105,10053,No
20105,10080,No
20105,10020,Yes
20106,10047,No
20106,10040,No
20106,10043,No
20106,10081,Yes
20107,10099,No
20107,10093,No
20107,10083,No
20107,10032,Yes
20108,10070,No
20108,10092,No
20108,10061,No
20108,10071,Yes
20109,10094,No
20109,10009,No
20109,10045,No
20109,10006,Yes
20110,10042,No
20110,10052,No
20110,10072,No
20110,10059,Yes
20111,10076,No
20111,10027,No
20111,10093,No
20111,10003,Yes
20112,10054,No
20112,10012,No
20112,10052,No
20112,10009,Yes
20113,10077,No
20113,10082,No
20113,10056,No
20113,10099,Yes
20114,10007,No
20114,10040,No
20114,10023,No
20114,10034,Yes
20115,10082,No
20115,10093,No
20115,10029,No
20115,10064,Yes
20116,10086,No
20116,10048,No
20116,10055,No
20116,10001,Yes
20117,10098,No
20117,10097,No
20117,10047,No
20117,10002,Yes
20118,10054,No
20118,10058,No
20118,10084,No
20118,10088,Yes
20119,10075,No
20119,10049,No
20119,10008,No
20119,10098,Yes
20120,10013,No
20120,10016,No
20120,10014,No
20120,10068,Yes
20121,10061,No
20121,10033,No
20121,10061,No
20121,10096,Yes
20122,10079,No
20122,10078,No
20122,10083,No
20122,10057,Yes
20123,10053,No
20123,10053,No
20123,10012,No
20123,10061,Yes
20124,10099,No
20124,10061,No
20124,10068,No
20124,10026,Yes
20125,10038,No
20125,10056,No
20125,10003,No
20125,10052,Yes
20126,10048,No
20126,10011,No
20126,10042,No
20126,10075,Yes
20127,10037,No
20127,10089,No
20127,10022,No
20127,10077,Yes
20128,10067,No
20128,10050,No
20128,10026,No
20128,10049,Yes
20129,10100,No
20129,10028,No
20129,10055,No
20129,10045,Yes
20130,10030,No
20130,10046,No
20130,10097,No
20130,10018,Yes
20131,10055,No
20131,10050,No
20131,10093,No
20131,10014,Yes
20132,10081,No
20132,10033,No
20132,10020,No
20132,10045,Yes
20133,10030,No
20133,10065,No
20133,10086,No
20133,10084,Yes
20134,10063,No
20134,10071,No
20134,10067,No
20134,10008,Yes
20135,10020,No
20135,10077,No
20135,10075,No
20135,10094,Yes
20136,10070,No
20136,10100,No
20136,10038,No
20136,10078,Yes
20137,10079,No
20137,10055,No
20137,10007,No
20137,10015,Yes
20138,10044,No
20138,10071,No
20138,10015,No
20138,10045,Yes
20139,10067,No
20139,10064,No
20139,10031,No
20139,10064,Yes
20140,10087,No
20140,10062,No
20140,10042,No
20140,10013,Yes
20141,10043,No
20141,10095,No
20141,10019,No
20141,10099,Yes
20142,10096,No
20142,10058,No
20142,10074,No
20142,10058,Yes
20143,10024,No
20143,10099,No
20143,10036,No
20143,10036,Yes
20144,10018,No
20144,10068,No
20144,10088,No
20144,10011,Yes
20145,10041,No
20145,10017,No
20145,10041,No
20145,10023,Yes
20146,10083,No
20146,10035,No
20146,10068,No
20146,10055,Yes
20147,10082,No
20147,10047,No
20147,10005,No
20147,10012,Yes
20148,10003,No
20148,10092,No
20148,10023,No
20148,10067,Yes
20149,10090,No
20149,10086,No
20149,10046,No
20149,10065,Yes
20150,10052,No
20150,10044,No
20150,10006,No
20150,10090,Yes
20151,10038,No
20151,10067,No
20151,10008,No
20151,10031,Yes
20152,10066,No
20152,10006,No
20152,10025,No
20152,10047,Yes
20153,10066,No
20153,10046,No
20153,10052,No
20153,10043,Yes
20154,10010,No
20154,10006,No
20154,10090,No
20154,10027,Yes
20155,10042,No
20155,10010,No
20155,10016,No
20155,10059,Yes
20156,10071,No
20156,10069,No
20156,10035,No
20156,10020,Yes
20157,10063,No
20157,10071,No
20157,10002,No
20157,10091,Yes
20158,10099,No
20158,10083,No
20158,10068,No
20158,10072,Yes
20159,10057,No
20159,10027,No
20159,10081,No
20159,10071,Yes
20160,10006,No
20160,10039,No
20160,10034,No
20160,10068,Yes
20161,10048,No
20161,10033,No
20161,10032,No
20161,10072,Yes
20162,10051,No
20162,10040,No
20162,10036,No
20162,10053,Yes
20163,10003,No
20163,10071,No
20163,10030,No
20163,10084,Yes
20164,10015,No
20164,10004,No
20164,10063,No
20164,10095,Yes
20165,10092,No
20165,10084,No
20165,10005,No
20165,10092,Yes
20166,10095,No
20166,10072,No
20166,10041,No
20166,10012,Yes
20167,10056,No
20167,10085,No
20167,10036,No
20167,10055,Yes
20168,10031,No
20168,10073,No
20168,10015,No
20168,10050,Yes
20169,10023,No
20169,10075,No
20169,10067,No
20169,10023,Yes
20170,10049,No
20170,10099,No
20170,10018,No
20170,10077,Yes
20171,10023,No
20171,10036,No
20171,10041,No
20171,10069,Yes
20172,10075,No
20172,10072,No
20172,10062,No
20172,10088,Yes
20173,10071,No
20173,10046,No
20173,10011,No
20173,10075,Yes
20174,10003,No
20174,10081,No
20174,10099,No
20174,10069,Yes
20175,10073,No
20175,10064,No
20175,10005,No
20175,10036,Yes
20176,10092,No
20176,10071,No
20176,10008,No
20176,10013,Yes
20177,10008,No
20177,10023,No
20177,10066,No
20177,10028,Yes
20178,10072,No
20178,10037,No
20178,10022,No
20178,10030,Yes
20179,10073,No
20179,10019,No
20179,10028,No
20179,10015,Yes
20180,10001,No
20180,10033,No
20180,10033,No
20180,10037,Yes
20181,10061,No
20181,10001,No
20181,10054,No
20181,10027,Yes
20182,10062,No
20182,10001,No
20182,10033,No
20182,10041,Yes
20183,10055,No
20183,10054,No
20183,10011,No
20183,10069,Yes
20184,10027,No
20184,10009,No
20184,10064,No
20184,10001,Yes
20185,10020,No
20185,10006,No
20185,10077,No
20185,10077,Yes
20186,10009,No
20186,10051,No
20186,10046,No
20186,10030,Yes
20187,10083,No
20187,10040,No
20187,10093,No
20187,10056,Yes
20188,10083,No
20188,10012,No
20188,10033,No
20188,10021,Yes
20189,10093,No
20189,10046,No
20189,10067,No
20189,10042,Yes
20190,10050,No
20190,10094,No
20190,10064,No
20190,10031,Yes
20191,10005,No
20191,10080,No
20191,10044,No
20191,10027,Yes
20192,10096,No
20192,10064,No
20192,10039,No
20192,10017,Yes
20193,10004,No
20193,10059,No
20193,10025,No
20193,10100,Yes
20194,10083,No
20194,10057,No
20194,10003,No
20194,10066,Yes
20195,10012,No
20195,10021,No
20195,10097,No
20195,10004,Yes
20196,10021,No
20196,10070,No
20196,10057,No
20196,10002,Yes
20197,10030,No
20197,10006,No
20197,10082,No
20197,10021,Yes
20198,10019,No
20198,10072,No
20198,10083,No
20198,10026,Yes
20199,10058,No
20199,10037,No
20199,10001,No
20199,10089,Yes
20200,10002,No
20200,10021,No
20200,10090,No
20200,10070,Yes
20201,10024,No
20201,10030,No
20201,10039,No
20201,10002,Yes
20202,10005,No
20202,10049,No
20202,10070,No
20202,10013,Yes
20203,10073,No
20203,10041,No
20203,10082,No
20203,10067,Yes
20204,10025,No
20204,10053,No
20204,10097,No
20204,10013,Yes
20205,10012,No
20205,10045,No
20205,10084,No
20205,10018,Yes
20206,10001,No
20206,10003,No
20206,10039,No
20206,10085,Yes
20207,10029,No
20207,10014,No
20207,10051,No
20207,10001,Yes
20208,10015,No
20208,10020,No
20208,10013,No
20208,10004,Yes
20209,10069,No
20209,10015,No
20209,10015,No
20209,10003,Yes
20210,10043,No
20210,10023,No
20210,10016,No
20210,10052,Yes
20211,10001,No
20211,10005,No
20211,10031,No
20211,10085,Yes
20212,10071,No
20212,10069,No
20212,10029,No
20212,10028,Yes
20213,10085,No
20213,10035,No
20213,10086,No
20213,10084,Yes
20214,10096,No
20214,10014,No
20214,10091,No
20214,10026,Yes
20215,10036,No
20215,10017,No
20215,10090,No
20215,10044,Yes
20216,10022,No
20216,10067,No
20216,10004,No
20216,10069,Yes
20217,10088,No
20217,10041,No
20217,10030,No
20217,10074,Yes
20218,10063,No
20218,10090,No
20218,10027,No
20218,10027,Yes
20219,10093,No
20219,10096,No
20219,10089,No
20219,10004,Yes
20220,10050,No
20220,10082,No
20220,10019,No
20220,10098,Yes
20221,10065,No
20221,10029,No
20221,10078,No
20221,10077,Yes
20222,10017,No
20222,10091,No
20222,10093,No
20222,10009,Yes
20223,10049,No
20223,10018,No
20223,10090,No
20223,10010,Yes
20224,10063,No
20224,10049,No
20224,10032,No
20224,10046,Yes
20225,10035,No
20225,10025,No
20225,10012,No
20225,10067,Yes
20226,10089,No
20226,10011,No
20226,10031,No
20226,10023,Yes
20227,10065,No
20227,10062,No
20227,10033,No
20227,10016,Yes
20228,10025,No
20228,10047,No
20228,10089,No
20228,10089,Yes
20229,10016,No
20229,10010,No
20229,10016,No
20229,10091,Yes
20230,10081,No
20230,10057,No
20230,10018,No
20230,10058,Yes
20231,10076,No
20231,10043,No
20231,10077,No
20231,10096,Yes
20232,10062,No
20232,10011,No
20232,10006,No
20232,10018,Yes
20233,10033,No
20233,10064,No
20233,10008,No
20233,10087,Yes
20234,10071,No
20234,10014,No
20234,10090,No
20234,10056,Yes
20235,10097,No
20235,10030,No
20235,10086,No
20235,10099,Yes
20236,10065,No
20236,10094,No
20236,10066,No
20236,10035,Yes
20237,10040,No
20237,10009,No
20237,10093,No
20237,10027,Yes
20238,10080,No
20238,10072,No
20238,10079,No
20238,10096,Yes
20239,10064,No
20239,10023,No
20239,10012,No
20239,10002,Yes
20240,10001,No
20240,10080,No
20240,10096,No
20240,10079,Yes
20241,10042,No
20241,10083,No
20241,10034,No
20241,10012,Yes
20242,10025,No
20242,10028,No
20242,10002,No
20242,10020,Yes
20243,10040,No
20243,10011,No
20243,10083,No
20243,10085,Yes
20244,10015,No
20244,10071,No
20244,10001,No
20244,10099,Yes
20245,10067,No
20245,10060,No
20245,10012,No
20245,10003,Yes
20246,10076,No
20246,10068,No
20246,10085,No
20246,10009,Yes
20247,10076,No
20247,10085,No
20247,10086,No
20247,10080,Yes
20248,10003,No
20248,10050,No
20248,10067,No
20248,10008,Yes
20249,10087,No
20249,10093,No
20249,10097,No
20249,10010,Yes
20250,10010,No
20250,10096,No
20250,10054,No
20250,10083,Yes
20251,10012,No
20251,10048,No
20251,10075,No
20251,10054,Yes
20252,10077,No
20252,10059,No
20252,10035,No
20252,10014,Yes
20253,10037,No
20253,10064,No
20253,10008,No
20253,10013,Yes
20254,10080,No
20254,10060,No
20254,10065,No
20254,10092,Yes
20255,10018,No
20255,10023,No
20255,10038,No
20255,10040,Yes
20256,10034,No
20256,10089,No
20256,10064,No
20256,10079,Yes
20257,10041,No
20257,10090,No
20257,10046,No
20257,10023,Yes
20258,10036,No
20258,10075,No
20258,10046,No
20258,10070,Yes
20259,10028,No
20259,10005,No
20259,10020,No
20259,10073,Yes
20260,10055,No
20260,10079,No
20260,10017,No
20260,10045,Yes
20261,10025,No
20261,10052,No
20261,10066,No
20261,10031,Yes
20262,10048,No
20262,10078,No
20262,10073,No
20262,10090,Yes
20263,10038,No
20263,10026,No
20263,10018,No
20263,10003,Yes
20264,10027,No
20264,10091,No
20264,10038,No
20264,10077,Yes
20265,10082,No
20265,10028,No
20265,10025,No
20265,10009,Yes
20266,10019,No
20266,10074,No
20266,10055,No
20266,10053,Yes
20267,10029,No
20267,10046,No
20267,10064,No
20267,10024,Yes
20268,10024,No
20268,10006,No
20268,10049,No
20268,10062,Yes
20269,10090,No
20269,10052,No
20269,10006,No
20269,10005,Yes
20270,10018,No
20270,10004,No
20270,10052,No
20270,10022,Yes
20271,10084,No
20271,10053,No
20271,10017,No
20271,10057,Yes
20272,10098,No
20272,10063,No
20272,10041,No
20272,10072,Yes
20273,10032,No
20273,10088,No
20273,10007,No
20273,10071,Yes
20274,10011,No
20274,10060,No
20274,10022,No
20274,10064,Yes
20275,10056,No
20275,10069,No
20275,10087,No
20275,10018,Yes
20276,10004,No
20276,10088,No
20276,10071,No
20276,10065,Yes
20277,10037,No
20277,10031,No
20277,10023,No
20277,10026,Yes
20278,10048,No
20278,10075,No
20278,10024,No
20278,10075,Yes
20279,10059,No
20279,10042,No
20279,10094,No
20279,10083,Yes
20280,10090,No
20280,10088,No
20280,10079,No
20280,10100,Yes
20281,10080,No
20281,10044,No
20281,10001,No
20281,10048,Yes
20282,10063,No
20282,10077,No
20282,10018,No
20282,10051,Yes
20283,10014,No
20283,10055,No
20283,10090,No
20283,10077,Yes
20284,10030,No
20284,10020,No
20284,10044,No
20284,10082,Yes
20285,10099,No
20285,10100,No
20285,10075,No
20285,10048,Yes
20286,10036,No
20286,10056,No
20286,10035,No
20286,10072,Yes
20287,10029,No
20287,10014,No
20287,10010,No
20287,10086,Yes
20288,10054,No
20288,10007,No
20288,10083,No
20288,10065,Yes
20289,10043,No
20289,10086,No
20289,10012,No
20289,10079,Yes
20290,10013,No
20290,10084,No
20290,10048,No
20290,10082,Yes
20291,10067,No
20291,10076,No
20291,10067,No
20291,10072,Yes
20292,10044,No
20292,10077,No
20292,10007,No
20292,10065,Yes
20293,10021,No
20293,10008,No
20293,10064,No
20293,10066,Yes
20294,10052,No
20294,10074,No
20294,10005,No
20294,10056,Yes
20295,10072,No
20295,10086,No
20295,10080,No
20295,10085,Yes
20296,10054,No
20296,10074,No
20296,10011,No
20296,10048,Yes
20297,10084,No
20297,10003,No
20297,10072,No
20297,10037,Yes
20298,10060,No
20298,10052,No
20298,10080,No
20298,10065,Yes
20299,10095,No
20299,10025,No
20299,10009,No
20299,10061,Yes
20300,10095,No
20300,10045,No
20300,10089,No
20300,10001,Yes
20301,10096,No
20301,10041,No
20301,10079,No
20301,10025,Yes
20302,10008,No
20302,10012,No
20302,10078,No
20302,10088,Yes
20303,10054,No
20303,10005,No
20303,10046,No
20303,10051,Yes
20304,10078,No
20304,10065,No
20304,10071,No
20304,10009,Yes
20305,10056,No
20305,10008,No
20305,10039,No
20305,10067,Yes
20306,10025,No
20306,10019,No
20306,10006,No
20306,10055,Yes
20307,10029,No
20307,10067,No
20307,10005,No
20307,10024,Yes
20308,10004,No
20308,10096,No
20308,10091,No
20308,10066,Yes
20309,10048,No
20309,10080,No
20309,10092,No
20309,10079,Yes
20310,10002,No
20310,10021,No
20310,10061,No
20310,10085,Yes
20311,10041,No
20311,10060,No
20311,10037,No
20311,10006,Yes
20312,10030,No
20312,10085,No
20312,10053,No
20312,10046,Yes
20313,10006,No
20313,10032,No
20313,10053,No
20313,10085,Yes
20314,10061,No
20314,10029,No
20314,10076,No
20314,10057,Yes
20315,10099,No
20315,10089,No
20315,10087,No
20315,10069,Yes
20316,10052,No
20316,10018,No
20316,10014,No
20316,10008,Yes
20317,10072,No
20317,10035,No
20317,10056,No
20317,10047,Yes
20318,10051,No
20318,10082,No
20318,10038,No
20318,10022,Yes
20319,10085,No
20319,10057,No
20319,10040,No
20319,10080,Yes
20320,10066,No
20320,10094,No
20320,10063,No
20320,10094,Yes
20321,10079,No
20321,10022,No
20321,10041,No
20321,10040,Yes
20322,10021,No
20322,10012,No
20322,10055,No
20322,10078,Yes
20323,10008,No
20323,10044,No
20323,10046,No
20323,10015,Yes
20324,10019,No
20324,10006,No
20324,10095,No
20324,10042,Yes
20325,10006,No
20325,10098,No
20325,10069,No
20325,10036,Yes
20326,10062,No
20326,10020,No
20326,10025,No
20326,10052,Yes
20327,10007,No
20327,10021,No
20327,10048,No
20327,10097,Yes
20328,10044,No
20328,10007,No
20328,10051,No
20328,10093,Yes
20329,10081,No
20329,10075,No
20329,10044,No
20329,10005,Yes
20330,10014,No
20330,10029,No
20330,10045,No
20330,10069,Yes
20331,10030,No
20331,10060,No
20331,10083,No
20331,10092,Yes
20332,10065,No
20332,10090,No
20332,10001,No
20332,10049,Yes
