paperID,journalID,volume,year
20092,60015,4,2019
20093,60002,1,2013
20094,60021,42,2020
20095,60018,71,2017
20096,60011,67,2020
20097,60001,72,2017
20098,60025,49,2012
20099,60019,82,2019
20100,60020,29,2018
20101,60021,30,2016
20102,60013,9,2017
20103,60012,63,2017
20104,60007,18,2018
20105,60005,65,2016
20106,60013,23,2020
20107,60009,64,2017
20108,60002,11,2018
20109,60022,76,2018
20110,60021,77,2014
20111,60010,48,2015
20112,60009,6,2016
20113,60014,26,2015
20114,60004,44,2016
20115,60022,63,2015
20116,60003,72,2014
20117,60018,16,2016
20118,60019,81,2014
20119,60011,90,2011
20120,60011,54,2015
20121,60006,38,2012
20122,60022,19,2015
20123,60014,5,2019
20124,60012,90,2020
20125,60019,37,2014
20126,60018,62,2011
20127,60025,20,2015
20128,60017,19,2011
20129,60023,54,2016
20130,60008,46,2015
20131,60006,68,2011
20132,60015,8,2020
20133,60013,69,2018
20134,60022,49,2013
20135,60014,69,2011
20136,60007,5,2012
20137,60010,14,2014
20138,60019,23,2019
20139,60021,84,2017
20140,60022,50,2012
20141,60017,74,2012
20142,60003,44,2014
20143,60021,10,2014
20144,60005,38,2016
20145,60018,81,2019
20146,60012,26,2020
20147,60002,64,2016
20148,60002,25,2012
20149,60018,82,2012
20150,60015,7,2017
20151,60010,84,2018
20152,60017,85,2013
20153,60011,49,2016
20154,60014,19,2016
20155,60019,38,2011
20156,60009,22,2020
20157,60019,62,2016
20158,60025,44,2019
20159,60004,28,2017
20160,60017,12,2020
20161,60017,40,2013
20162,60023,84,2015
20163,60003,33,2020
20164,60005,63,2011
20165,60014,3,2015
20166,60008,19,2016
20167,60008,56,2011
20168,60006,87,2018
20169,60008,64,2020
20170,60006,48,2013
20171,60003,40,2020
20172,60023,90,2018
20173,60018,18,2018
20174,60022,8,2019
20175,60017,68,2011
20176,60023,9,2015
20177,60002,11,2016
20178,60007,61,2019
20179,60005,86,2014
20180,60003,25,2011
20181,60015,45,2012
20182,60017,84,2011
20183,60001,63,2014
20184,60025,51,2013
20185,60023,40,2013
20186,60003,76,2015
20187,60022,40,2016
20188,60011,17,2019
20189,60010,28,2018
20190,60008,70,2016
20191,60011,43,2013
20192,60022,16,2020
20193,60024,66,2013
20194,60021,83,2012
20195,60011,22,2016
20196,60025,49,2012
20197,60007,59,2011
20198,60024,27,2015
20199,60012,4,2011
20200,60020,53,2014
20201,60009,34,2013
20202,60022,86,2011
20203,60020,36,2018
20204,60001,11,2014
20205,60022,60,2016
20206,60009,28,2011
20207,60004,45,2016
20208,60003,50,2019
20209,60007,57,2011
20210,60012,6,2015
20211,60016,81,2011
20212,60009,56,2012
20213,60001,13,2014
20214,60003,27,2011
20215,60008,58,2018
20216,60024,53,2011
20217,60025,86,2015
20218,60020,65,2011
20219,60012,64,2016
20220,60019,66,2011
20221,60007,53,2020
20222,60001,10,2015
20223,60024,5,2015
20224,60017,64,2014
20225,60004,32,2019
20226,60017,62,2011
20227,60006,70,2011
20228,60001,51,2014
20229,60007,6,2017
20230,60012,39,2013
20231,60008,22,2011
20232,60025,84,2019
20233,60016,65,2011
20234,60015,49,2016
20235,60001,70,2013
20236,60016,41,2016
20237,60020,27,2013
20238,60007,23,2019
20239,60023,8,2011
20240,60020,19,2016
20241,60001,51,2012
20242,60002,27,2014
20243,60025,13,2020
20244,60024,47,2013
20245,60014,20,2013
20246,60024,80,2016
20247,60022,19,2016
20248,60006,43,2015
20249,60002,34,2019
20250,60016,23,2016
20251,60015,84,2012
20252,60007,61,2011
20253,60018,14,2015
20254,60025,55,2016
20255,60015,17,2015
20256,60025,16,2016
20257,60021,81,2015
20258,60025,62,2012
20259,60003,90,2013
20260,60020,89,2019
20261,60021,80,2016
20262,60013,83,2012
20263,60011,23,2012
20264,60009,6,2015
20265,60007,68,2020
20266,60021,55,2019
20267,60018,85,2020
20268,60012,61,2011
20269,60023,33,2016
20270,60008,80,2019
20271,60003,46,2019
20272,60021,49,2012
20273,60013,86,2015
20274,60002,18,2011
20275,60001,83,2017
20276,60010,78,2013
20277,60020,20,2015
20278,60008,55,2020
20279,60019,28,2016
20280,60014,5,2016
20281,60022,70,2014
20282,60011,83,2019
20283,60017,72,2020
20284,60013,68,2014
20285,60004,50,2013
20286,60017,19,2020
20287,60011,53,2015
20288,60021,10,2014
20289,60015,4,2018
20290,60024,28,2018
20291,60013,32,2012
20292,60023,50,2015
20293,60007,61,2016
20294,60011,25,2020
20295,60021,73,2019
20296,60001,90,2012
20297,60006,88,2015
20298,60005,50,2020
20299,60012,65,2015
20300,60024,9,2017
20301,60021,38,2015
20302,60006,5,2013
20303,60004,59,2017
20304,60002,25,2018
20305,60024,1,2018
20306,60001,55,2019
20307,60004,52,2017
20308,60011,31,2016
20309,60012,77,2020
20310,60020,54,2018
20311,60005,35,2014
20312,60001,79,2017
20313,60010,24,2015
20314,60017,35,2019
20315,60013,89,2012
20316,60025,84,2014
20317,60002,47,2013
20318,60011,38,2017
20319,60014,35,2018
20320,60013,88,2011
20321,60013,5,2018
20322,60020,35,2012
20323,60005,12,2013
20324,60010,26,2015
20325,60018,78,2015
20326,60004,19,2016
20327,60009,46,2016
20328,60025,62,2011
20329,60008,37,2018
20330,60025,16,2012
20331,60005,33,2012
20332,60009,41,2020
